,acode,Month,total,airport,city,state,country,lat,long,delayed,fpm,dpf
1564,MDT,3,4222,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,584,7.229452055
2036,PSP,8,4218,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,368,11.46195652
2050,PWM,5,4188,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,838,4.997613365
1446,LIH,2,4172,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,736,5.668478261
1388,LBB,4,4167,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,724,5.755524862
2619,XNA,12,4163,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,390,10.67435897
1457,LIT,4,4159,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1337,3.110695587
723,DSM,12,4139,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,680,6.086764706
2183,SAV,12,4135,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,488,8.473360656
1994,PNS,2,4117,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,444,9.272522523
1009,GRB,4,4097,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,364,11.25549451
1443,LIH,7,4086,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,852,4.795774648
578,CRP,9,4049,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,464,8.726293103
1133,HRL,5,4031,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,456,8.839912281
293,BOI,11,4026,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,865,4.65433526
1563,MDT,2,4019,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,528,7.611742424
2581,TYS,2,4016,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,441,9.106575964
1528,MBS,4,3980,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,1,330,12.06060606
1821,OGG,12,3974,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,344,11.55232558
2193,SAV,1,3957,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,559,7.078711986
1995,PNS,6,3931,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,448,8.774553571
295,BOI,10,3910,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,974,4.014373717
1170,ICT,7,3873,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,714,5.424369748
2288,SGF,1,3864,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,456,8.473684211
1031,GSO,9,3859,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,1281,3.012490242
1311,KOA,4,3847,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,741,5.191632928
87,AMA,5,3846,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,498,7.722891566
659,DCA,12,3836,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,1,4382,0.875399361
1118,HPN,9,3807,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,662,5.750755287
1566,MDT,4,3801,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,565,6.727433628
1650,MKE,9,3785,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1430,2.646853147
2247,SDF,11,3781,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,1,1593,2.373509102
479,CHS,2,3773,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,532,7.092105263
235,BHM,11,3750,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1352,2.773668639
475,CHS,4,3732,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,575,6.490434783
556,COS,4,3721,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,970,3.836082474
1622,MHT,5,3720,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1420,2.61971831
2627,XNA,7,3719,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111,1,506,7.349802372
1506,MAF,10,3716,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,636,5.842767296
1140,HSV,3,3714,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,544,6.827205882
1264,JAN,12,3696,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,575,6.427826087
1843,OMA,11,3689,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,1,1450,2.544137931
94,AMA,8,3675,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,511,7.191780822
1268,JAN,4,3643,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,861,4.231126597
292,BOI,5,3596,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,1048,3.43129771
1139,HSV,1,3591,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,571,6.288966725
1114,HPN,11,3571,Westchester Cty,White Plains,NY,USA,41.06695778,-73.70757444,1,526,6.788973384
1462,LIT,10,3566,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1295,2.753667954
1240,ITO,6,3529,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,420,8.402380952
2126,ROC,12,3519,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,1,746,4.717158177
1001,GRB,7,3508,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,381,9.207349081
579,CRP,5,3497,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528,1,473,7.393234672
362,BTR,4,3494,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,505,6.918811881
1812,OGG,11,3488,Kahului,Kahului,HI,USA,20.89864972,-156.4304578,1,334,10.44311377
1997,PNS,7,3465,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,457,7.582056893
1552,MCO,10,3465,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,1,7171,0.483196207
428,CAE,7,3438,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,339,10.14159292
1384,LBB,9,3406,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,690,4.936231884
2470,SYR,5,3404,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,1083,3.14312096
632,DAY,12,3369,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,791,4.259165613
1621,MHT,10,3302,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1239,2.665052462
1259,JAN,9,3269,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,1,690,4.737681159
2055,PWM,9,3267,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,908,3.598017621
4,ABE,9,3239,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,452,7.165929204
76,ALB,11,3234,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1134,2.851851852
492,CID,8,3229,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,673,4.797919762
1123,HRL,4,3214,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,446,7.206278027
5,ABE,7,3204,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,480,6.675
1136,HSV,6,3196,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,498,6.417670683
2284,SGF,3,3188,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,456,6.99122807
1047,GSP,5,3178,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,688,4.619186047
424,CAE,3,3173,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,331,9.586102719
487,CID,5,3143,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,600,5.238333333
565,COS,9,3125,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,917,3.40785169
1000,GRB,6,3102,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,316,9.816455696
1046,GSP,4,3096,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,669,4.627802691
842,FAI,11,3067,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,388,7.904639175
11,ABE,4,2969,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,527,5.633776091
2287,SGF,8,2967,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,426,6.964788732
86,AMA,10,2953,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,503,5.870775348
1615,MHT,9,2937,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1385,2.120577617
1642,MKE,5,2929,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,1,1605,1.824922118
1245,ITO,2,2916,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,392,7.43877551
482,CHS,7,2889,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,532,5.430451128
1128,HRL,11,2884,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,301,9.581395349
2429,STT,3,2853,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111,1,333,8.567567568
233,BHM,10,2837,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972,1,1378,2.058780842
1223,ISP,9,2815,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,1077,2.613741876
1138,HSV,7,2811,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,516,5.447674419
1734,MSN,8,2810,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,542,5.184501845
635,DAY,3,2807,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,1003,2.798604187
360,BTR,7,2805,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,335,8.373134328
367,BTV,4,2799,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,471,5.942675159
91,AMA,4,2797,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,545,5.132110092
2061,PWM,11,2789,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,611,4.564648118
714,DSM,9,2767,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,731,3.785225718
2187,SAV,4,2758,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,559,4.933810376
369,BTV,5,2732,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,452,6.044247788
88,AMA,9,2725,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272,1,479,5.688935282
1733,MSN,12,2724,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,486,5.604938272
1390,LBB,10,2690,Lubbock International,Lubbock,TX,USA,33.66363889,-101.8227778,1,692,3.887283237
1560,MDT,10,2682,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,612,4.382352941
2428,STT,12,2673,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111,1,446,5.993273543
1006,GRB,5,2670,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,332,8.042168675
1596,MFE,3,2637,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111,1,332,7.942771084
716,DSM,10,2631,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,1,703,3.742532006
2188,SAV,8,2623,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,655,4.004580153
1689,MOB,5,2564,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,1,335,7.653731343
1523,MBS,2,2559,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,1,304,8.417763158
474,CHS,1,2550,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,587,4.344122658
2191,SAV,9,2541,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,587,4.32879046
1178,ICT,9,2498,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,642,3.890965732
1241,ITO,4,2483,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,420,5.911904762
868,FAT,9,2476,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389,1,333,7.435435435
2043,PVD,11,2463,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,1,2177,1.13137345
1424,LGA,9,2458,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,1,9400,0.261489362
1127,HRL,9,2439,Valley International,Harlingen,TX,USA,26.22850611,-97.65439389,1,429,5.685314685
3,ABE,3,2431,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,517,4.70212766
1555,MDT,11,2411,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,441,5.467120181
566,COS,5,2401,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,1061,2.262959472
2278,SGF,5,2363,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,451,5.239467849
1514,MAF,12,2358,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,578,4.079584775
1246,ITO,8,2342,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,434,5.396313364
1239,ITO,7,2331,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,434,5.370967742
2285,SGF,9,2328,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,415,5.609638554
1510,MAF,9,2312,Midland International,Midland,TX,USA,31.94252778,-102.2019139,1,623,3.711075441
2587,TYS,7,2299,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,557,4.127468582
432,CAE,2,2291,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,303,7.561056106
497,CLE,9,2284,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667,1,4293,0.532028884
1926,PBI,11,2243,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,1,1837,1.22101252
387,BUF,9,2237,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667,1,1710,1.308187135
1558,MDT,12,2236,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,442,5.058823529
1175,ICT,12,2194,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,535,4.100934579
2197,SBA,10,2169,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733,1,442,4.907239819
1011,GRB,2,2164,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,324,6.679012346
2047,PVD,10,2135,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,1,2328,0.91709622
627,DAY,10,2128,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,828,2.570048309
1029,GSO,10,2126,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,1,952,2.233193277
2583,TYS,5,2120,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,548,3.868613139
1692,MOB,4,2099,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,1,359,5.846796657
839,FAI,4,2001,Fairbanks International,Fairbanks,AK,USA,64.8136775,-147.8596694,1,402,4.97761194
2289,SGF,7,1969,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,423,4.654846336
79,ALB,10,1963,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1276,1.538401254
481,CHS,8,1944,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,532,3.654135338
478,CHS,12,1890,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,394,4.796954315
2147,RSW,12,1831,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1341,1.365398956
1310,KOA,1,1768,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,1,730,2.421917808
1007,GRB,8,1735,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,386,4.494818653
1990,PNS,8,1734,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,465,3.729032258
1,ABE,1,1711,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,513,3.335282651
2424,STT,11,1704,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111,1,343,4.967930029
284,BOI,9,1695,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.2227778,1,976,1.736680328
2402,SRQ,12,1690,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,334,5.05988024
1020,GRR,11,1675,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,764,2.192408377
1219,ISP,11,1673,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,820,2.040243902
2405,SRQ,8,1669,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,310,5.383870968
2280,SGF,11,1664,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,348,4.781609195
74,ALB,9,1632,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861,1,1388,1.175792507
2131,ROC,9,1625,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,1,1256,1.293789809
431,CAE,8,1574,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,337,4.670623145
1561,MDT,1,1554,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,587,2.647359455
561,COS,12,1533,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,678,2.261061947
2469,SYR,12,1504,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,1,779,1.930680359
8,ABE,10,1487,Lehigh Valley International,Allentown,PA,USA,40.65236278,-75.44040167,1,393,3.783715013
2296,SHV,7,1427,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,554,2.575812274
1556,MDT,9,1424,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,1,578,2.46366782
1142,HSV,5,1422,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,540,2.633333333
1039,GSP,12,1412,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,395,3.574683544
493,CID,12,1385,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,503,2.753479125
2292,SHV,11,1378,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,1,378,3.645502646
1527,MBS,5,1371,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,1,320,4.284375
2029,PSP,12,1350,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,605,2.231404959
955,GEG,9,1328,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425,1,987,1.345491388
361,BTR,11,1312,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,1,344,3.813953488
427,CAE,5,1232,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,327,3.767584098
1439,LIH,4,1179,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,775,1.521290323
489,CID,3,1153,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,1,611,1.887070376
1003,GRB,1,1141,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,355,3.214084507
2129,ROC,10,1132,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,1,887,1.27621195
425,CAE,1,1083,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,1,364,2.975274725
2582,TYS,1,1051,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,570,1.843859649
366,BTV,9,1050,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125,1,379,2.770448549
1021,GRR,9,1018,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,1,957,1.063740857
2097,RIC,9,1001,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1556,0.643316195
1144,HSV,8,961,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,519,1.851637765
2052,PWM,10,948,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875,1,838,1.131264916
2282,SGF,12,915,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,360,2.541666667
1741,MSN,5,889,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,570,1.559649123
1045,GSP,9,880,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,1,609,1.44499179
629,DAY,9,816,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,1,907,0.899669239
820,EWR,11,777,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,1,8157,0.095255609
1440,LIH,5,773,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,799,0.967459324
2281,SGF,4,747,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,1,441,1.693877551
1882,ORF,11,746,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,1,1565,0.476677316
2032,PSP,9,741,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,1,490,1.512244898
1243,ITO,5,711,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,434,1.638248848
1601,MFE,4,701,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111,1,321,2.183800623
1143,HSV,12,699,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,301,2.322259136
1242,ITO,1,683,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,1,441,1.548752834
2146,RSW,11,677,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,1,1226,0.552202284
1993,PNS,11,662,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,344,1.924418605
1996,PNS,12,648,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,1,361,1.79501385
2185,SAV,11,623,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,1,479,1.300626305
2409,SRQ,5,600,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,310,1.935483871
1623,MHT,11,578,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,1,1317,0.438876234
473,CHS,11,549,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,377,1.456233422
1220,ISP,12,537,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,1,810,0.662962963
562,COS,10,521,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025,1,755,0.690066225
480,CHS,5,482,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,1,553,0.871609403
1738,MSN,6,455,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,521,0.873320537
2095,RIC,11,435,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,1,1226,0.354812398
1179,ICT,10,433,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,1,620,0.698387097
2580,TYS,4,370,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,1,503,0.735586481
1740,MSN,7,345,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,1,537,0.642458101
1010,GRB,3,293,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,1,358,0.818435754
1444,LIH,9,216,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,1,707,0.305516266
2400,SRQ,7,124,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111,1,310,0.4
1458,LIT,11,103,Adams ,Little Rock,AR,USA,34.72939611,-92.22424556,1,1158,0.088946459
1134,HSV,4,62,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,1,532,0.116541353
1918,PBI,9,40,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,1,2028,0.019723866
1592,MFE,1,6,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111,0,332,0.018072289
1743,MSN,11,12,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,0,441,0.027210884
434,CAE,4,69,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944,0,322,0.214285714
477,CHS,9,77,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,0,488,0.157786885
241,BIL,3,82,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611,0,310,0.264516129
1025,GSO,11,152,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975,0,823,0.184690158
1019,GRR,10,194,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778,0,862,0.225058005
2283,SGF,10,201,Springfield-Branson Regional,Springfield,MO,USA,37.24432611,-93.38685806,0,422,0.476303318
1005,GRB,9,253,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959,0,320,0.790625
2000,PNS,4,328,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,0,446,0.735426009
215,BGR,9,369,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,0,418,0.88277512
1998,PNS,1,372,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,0,488,0.762295082
1597,MFE,5,428,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111,0,330,1.296969697
240,BIL,1,433,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.5428611,0,309,1.401294498
2297,SHV,12,451,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,0,366,1.232240437
488,CID,9,491,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,0,620,0.791935484
495,CID,11,518,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,0,490,1.057142857
1092,HNL,11,539,Honolulu International,Honolulu,HI,USA,21.31869111,-157.9224072,0,783,0.688378033
1135,HSV,9,567,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,0,461,1.229934924
2034,PSP,10,615,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,0,460,1.336956522
2098,RIC,10,642,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667,0,1227,0.523227384
1521,MBS,3,865,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,0,349,2.478510029
1999,PNS,5,881,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,0,453,1.944812362
2585,TYS,9,1001,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,0,478,2.094142259
358,BTR,10,1085,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,0,347,3.126801153
1735,MSN,9,1108,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,0,505,2.194059406
1265,JAN,10,1267,Jackson International,Jackson,MS,USA,32.31116667,-90.07588889,0,683,1.855051245
2474,SYR,9,1343,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,0,880,1.526136364
634,DAY,11,1385,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375,0,762,1.817585302
1737,MSN,10,1411,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,0,484,2.915289256
1225,ISP,10,1472,Long Island - MacArthur,Islip,NY,USA,40.7952425,-73.10021194,0,1075,1.369302326
2467,SYR,10,1531,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,0,670,2.285074627
